Time,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,AccMag,GyroMag
0.07931637763977051,99.0,0.02,-0.15,-0.02,-0.01,-0.01,99.0001156564981,0.024494897427831782
0.08155608177185059,0.98,0.02,-0.14,-0.01,-0.01,-0.01,0.990151503558925,0.017320508075688773
0.08328866958618164,0.98,0.02,-0.14,-0.02,-0.01,-0.01,0.990151503558925,0.024494897427831782
0.08464598655700684,0.98,0.02,-0.15,-0.02,-0.01,-0.01,0.9916148445843275,0.024494897427831782
0.08597040176391602,0.98,0.02,-0.15,-0.01,-0.01,-0.01,0.9916148445843275,0.017320508075688773
0.0872037410736084,0.98,0.02,-0.15,-0.01,-0.01,-0.01,0.9916148445843275,0.017320508075688773
0.08835840225219727,0.99,0.02,-0.15,-0.02,-0.01,-0.01,1.0014988766843425,0.024494897427831782
0.08948993682861328,0.98,0.02,-0.14,-0.01,-0.01,-0.01,0.990151503558925,0.017320508075688773
0.09058713912963867,0.98,0.02,-0.15,-0.02,-0.01,-0.01,0.9916148445843275,0.024494897427831782
0.0916903018951416,0.99,0.02,-0.14,-0.01,-0.01,-0.01,1.0000499987500624,0.017320508075688773
0.09282255172729492,0.99,0.03,-0.15,-0.02,-0.01,-0.01,1.00174847142384,0.024494897427831782
0.09392905235290527,0.98,0.02,-0.14,-0.01,-0.01,-0.01,0.990151503558925,0.017320508075688773
0.09552192687988281,0.99,0.02,-0.15,-0.01,-0.01,-0.01,1.0014988766843425,0.017320508075688773
0.09704017639160156,0.99,0.02,-0.15,-0.02,-0.01,-0.01,1.0014988766843425,0.024494897427831782
0.09894585609436035,0.99,0.02,-0.15,-0.02,-0.01,-0.01,1.0014988766843425,0.024494897427831782
0.10016012191772461,0.99,0.02,-0.15,-0.02,-0.01,-0.01,1.0014988766843425,0.024494897427831782
0.1014091968536377,0.99,0.02,-0.15,-0.01,-0.01,-0.01,1.0014988766843425,0.017320508075688773
0.1025702953338623,0.99,0.02,-0.15,-0.02,-0.01,-0.01,1.0014988766843425,0.024494897427831782
0.10369443893432617,0.99,0.03,-0.15,-0.01,-0.01,-0.01,1.00174847142384,0.017320508075688773
0.10482215881347656,0.98,0.02,-0.15,-0.01,-0.01,-0.01,0.9916148445843275,0.017320508075688773
0.1058969497680664,0.98,0.02,-0.15,-0.02,-0.01,-0.01,0.9916148445843275,0.024494897427831782
0.10712313652038574,0.99,0.02,-0.14,-0.01,-0.01,-0.01,1.0000499987500624,0.017320508075688773
0.10823678970336914,0.99,0.02,-0.15,-0.02,-0.01,-0.01,1.0014988766843425,0.024494897427831782
0.10929369926452637,0.98,0.02,-0.15,-0.02,-0.01,-0.01,0.9916148445843275,0.024494897427831782
0.11031055450439453,0.99,0.02,-0.15,-0.01,-0.01,-0.01,1.0014988766843425,0.017320508075688773
0.11131525039672852,0.99,0.02,-0.13,-0.02,-0.01,-0.01,0.9986991538997116,0.024494897427831782
0.11304020881652832,0.98,0.02,-0.15,-0.02,-0.01,-0.0,0.9916148445843275,0.022360679774997897
0.11416387557983398,0.98,0.03,-0.15,-0.01,-0.01,-0.01,0.9918669265581951,0.017320508075688773
0.11530804634094238,0.99,0.02,-0.13,-0.02,-0.01,-0.01,0.9986991538997116,0.024494897427831782
0.1165003776550293,0.99,0.02,-0.14,-0.01,-0.01,-0.01,1.0000499987500624,0.017320508075688773
0.11758184432983398,0.98,0.02,-0.14,-0.01,-0.01,-0.01,0.990151503558925,0.017320508075688773
0.11868858337402344,0.99,0.03,-0.15,-0.01,-0.01,-0.01,1.00174847142384,0.017320508075688773
0.11998820304870605,0.99,0.02,-0.14,-0.01,-0.01,-0.01,1.0000499987500624,0.017320508075688773
0.12124252319335938,0.99,0.02,-0.15,-0.01,-0.01,-0.01,1.0014988766843425,0.017320508075688773
0.12246942520141602,0.99,0.02,-0.15,-0.01,-0.01,-0.01,1.0014988766843425,0.017320508075688773
0.12352681159973145,0.99,0.02,-0.15,-0.01,-0.01,-0.01,1.0014988766843425,0.017320508075688773
0.12466311454772949,0.98,0.02,-0.15,-0.01,-0.01,-0.01,0.9916148445843275,0.017320508075688773
0.12577366828918457,0.98,0.03,-0.14,-0.01,-0.01,-0.01,0.9904039579888602,0.017320508075688773
0.12686491012573242,0.99,0.02,-0.15,-0.02,-0.01,-0.01,1.0014988766843425,0.024494897427831782
0.1279442310333252,0.99,0.02,-0.15,-0.01,-0.01,-0.01,1.0014988766843425,0.017320508075688773
0.12938833236694336,0.99,0.02,-0.15,-0.02,-0.01,-0.01,1.0014988766843425,0.024494897427831782
0.13051271438598633,0.99,0.02,-0.14,-0.01,-0.01,-0.01,1.0000499987500624,0.017320508075688773
0.13168907165527344,0.99,0.02,-0.15,-0.02,-0.01,-0.01,1.0014988766843425,0.024494897427831782
0.13284921646118164,0.99,0.01,-0.15,-0.01,-0.01,-0.01,1.0013490899781154,0.017320508075688773
0.1340043544769287,0.99,0.02,-0.14,-0.01,-0.01,-0.01,1.0000499987500624,0.017320508075688773
0.13697338104248047,0.99,0.02,-0.14,-0.01,-0.01,-0.01,1.0000499987500624,0.017320508075688773
0.17552900314331055,0.98,0.02,-0.15,-0.01,-0.01,-0.01,0.9916148445843275,0.017320508075688773
0.17687344551086426,0.99,0.02,-0.15,-0.02,-0.01,-0.01,1.0014988766843425,0.024494897427831782
0.1781768798828125,0.99,0.02,-0.15,-0.01,-0.01,-0.01,1.0014988766843425,0.017320508075688773
0.17962050437927246,0.99,0.02,-0.15,-0.01,-0.01,-0.01,1.0014988766843425,0.017320508075688773
0.18105721473693848,0.99,0.02,-0.14,-0.02,-0.01,-0.01,1.0000499987500624,0.024494897427831782
0.1822202205657959,0.99,0.02,-0.15,-0.01,-0.01,-0.01,1.0014988766843425,0.017320508075688773
0.1832895278930664,0.99,0.02,-0.15,-0.02,-0.01,-0.01,1.0014988766843425,0.024494897427831782
0.18439245223999023,0.98,0.02,-0.15,-0.02,-0.01,-0.01,0.9916148445843275,0.024494897427831782
0.1855618953704834,1.0,0.02,-0.15,-0.02,-0.01,-0.01,1.0113851887386922,0.024494897427831782
0.18663334846496582,0.99,0.02,-0.14,-0.02,-0.01,-0.01,1.0000499987500624,0.024494897427831782
0.20625090599060059,0.98,0.02,-0.14,-0.01,-0.01,-0.01,0.990151503558925,0.017320508075688773
0.20755696296691895,0.99,0.02,-0.14,-0.02,-0.01,-0.01,1.0000499987500624,0.024494897427831782
0.20877838134765625,0.99,0.02,-0.13,-0.02,-0.01,-0.01,0.9986991538997116,0.024494897427831782
0.2098865509033203,0.99,0.03,-0.14,-0.01,-0.01,-0.01,1.000299955013495,0.017320508075688773
0.21097946166992188,0.99,0.02,-0.15,-0.02,-0.01,-0.01,1.0014988766843425,0.024494897427831782
0.22303462028503418,0.98,0.02,-0.14,-0.02,-0.01,-0.01,0.990151503558925,0.024494897427831782
