Time,AccX,AccY,AccZ,GyroX,GyroY,GyroZ
0.1839594841003418,0.997803,-0.001709,-0.015625,-1.801527,-1.061069,-0.89313
0.1950244903564453,0.998779,-0.008789,-0.023682,-1.763359,-0.954198,-1.076336
0.21179699897766113,0.998779,-0.010254,-0.023926,-1.778626,-0.89313,-0.916031
0.2169797420501709,0.999756,-0.006104,-0.019043,-1.793893,-1.061069,-0.931298
0.2318415641784668,0.994629,-0.010742,-0.025391,-1.687023,-0.977099,-0.679389
0.24106764793395996,1.001953,-0.009033,-0.0271,-1.847328,-1.152672,-0.961832
0.2505972385406494,1.000977,-0.008301,-0.020264,-1.832061,-0.908397,-0.916031
0.2620370388031006,1.001465,-0.011475,-0.025879,-1.671756,-0.89313,-0.824427
0.2719714641571045,0.990967,-0.007568,-0.031982,-1.938931,-0.900763,-0.763359
0.28297924995422363,0.995605,-0.007812,-0.025391,-1.748092,-1.175573,-0.870229
0.29395270347595215,0.997314,-0.013184,-0.024658,-1.78626,-0.984733,-0.816794
0.3049647808074951,0.992676,-0.006348,-0.032715,-1.832061,-0.977099,-0.870229
0.31593918800354004,1.004395,-0.01709,-0.029541,-1.679389,-1.030534,-0.916031
0.3271975517272949,0.999023,-0.003906,-0.019287,-1.732824,-1.152672,-0.923664
0.33797597885131836,0.994629,-0.002686,-0.019043,-1.641221,-1.015267,-0.931298
0.3489570617675781,0.998779,-0.005615,-0.022217,-1.862595,-0.923664,-0.793893
0.3619704246520996,0.998047,-0.010986,-0.017822,-1.763359,-0.931298,-0.80916
0.37107181549072266,1.00293,-0.005859,-0.019775,-1.664122,-0.832061,-1.061069
0.38195085525512695,0.999023,-0.009766,-0.028809,-1.648855,-0.862595,-0.931298
0.39295363426208496,0.996338,-0.004639,-0.021973,-1.70229,-1.061069,-0.870229
0.40393519401550293,1.000977,-0.010742,-0.031006,-1.755725,-1.007634,-1.015267
0.41494154930114746,0.994629,-0.006836,-0.024902,-1.80916,-1.038168,-1.038168
0.43079304695129395,0.999512,-0.008545,-0.028076,-1.854962,-0.969466,-0.801527
0.44080185890197754,0.999023,-0.007568,-0.025635,-1.740458,-0.862595,-1.0
0.4503054618835449,0.997559,-0.002686,-0.034424,-1.839695,-1.053435,-1.0
0.4617636203765869,0.999023,-0.008789,-0.020264,-1.709924,-0.908397,-0.839695
0.4704399108886719,1.005127,-0.013184,-0.019531,-1.793893,-0.923664,-0.992366
0.4811441898345947,0.990234,-0.006592,-0.018066,-1.763359,-1.015267,-0.923664
0.4910013675689697,1.0,-0.001465,-0.02832,-1.801527,-0.992366,-0.969466
0.5019831657409668,0.999756,-0.004883,-0.02417,-1.862595,-0.870229,-0.923664
0.5129985809326172,1.000244,-0.002197,-0.027832,-1.801527,-0.923664,-0.847328
0.5241024494171143,0.99707,-0.010742,-0.032471,-1.824427,-0.984733,-0.900763
0.5349612236022949,0.999023,-0.011475,-0.023926,-1.816794,-1.030534,-0.984733
0.5459961891174316,1.006592,-0.007812,-0.023926,-1.816794,-0.862595,-0.916031
0.5569961071014404,0.989502,-0.008545,-0.029541,-1.78626,-0.916031,-0.832061
0.5706362724304199,0.990967,-0.005859,-0.017578,-1.862595,-0.938931,-0.931298
0.5801169872283936,0.994141,-0.007812,-0.018555,-1.687023,-0.931298,-0.816794
0.5904829502105713,1.002686,-0.006592,-0.023438,-1.778626,-0.847328,-0.801527
0.60101318359375,0.998291,-0.012695,-0.019775,-1.854962,-0.931298,-1.076336
0.6119594573974609,0.996094,-0.005615,-0.0271,-1.671756,-0.961832,-1.061069
0.62298583984375,1.000977,-0.009766,-0.021973,-1.717557,-0.931298,-1.007634
0.63397216796875,0.99707,-0.008545,-0.021484,-1.755725,-0.877863,-0.969466
0.644984245300293,1.001709,-0.004395,-0.030029,-1.847328,-0.992366,-0.961832
0.6559619903564453,0.995361,-0.007568,-0.0271,-1.801527,-1.015267,-0.870229
0.666968584060669,0.994873,-0.005127,-0.026123,-1.748092,-0.877863,-0.961832
0.681035041809082,1.006348,-0.005615,-0.020264,-1.755725,-0.862595,-0.885496
0.6904652118682861,0.997559,-0.006104,-0.027344,-1.854962,-0.992366,-0.862595
0.7004625797271729,1.000488,-0.006348,-0.034668,-1.832061,-1.061069,-0.961832
0.7114706039428711,1.0,-0.006104,-0.027832,-1.755725,-0.954198,-0.969466
0.7219305038452148,0.996582,-0.003174,-0.022949,-1.755725,-1.152672,-0.908397
0.7329175472259521,0.998047,-0.006348,-0.020752,-1.793893,-0.80916,-0.900763
0.7441813945770264,0.999268,-0.006104,-0.015869,-1.78626,-0.908397,-0.78626
0.7549214363098145,0.996338,-0.013916,-0.029297,-1.755725,-0.89313,-0.870229
0.765918493270874,1.004395,-0.011963,-0.029053,-1.80916,-0.923664,-0.839695
0.7802715301513672,0.995117,-0.004395,-0.027344,-1.832061,-1.007634,-0.954198
0.7907078266143799,0.995605,-0.008789,-0.028809,-1.778626,-0.946565,-0.969466
0.8004438877105713,0.997314,-0.010254,-0.02002,-1.709924,-1.015267,-0.832061
0.8109610080718994,0.995117,-0.005127,-0.020264,-1.900763,-0.969466,-1.022901
0.820662260055542,0.99707,-0.006836,-0.029053,-1.908397,-1.030534,-0.916031
0.8311440944671631,0.991699,-0.007324,-0.016846,-1.870229,-1.206107,-0.977099
0.8420076370239258,1.000244,-0.006104,-0.019531,-1.877863,-0.885496,-0.89313
0.8530147075653076,1.000732,-0.005615,-0.02417,-1.832061,-0.908397,-1.015267
0.8639397621154785,0.999512,-0.009033,-0.020508,-1.89313,-0.89313,-0.687023
0.8807246685028076,1.0,-0.006348,-0.023926,-1.732824,-0.969466,-0.900763
0.8859875202178955,0.999023,-0.015381,-0.03125,-1.740458,-1.076336,-0.977099
0.9013524055480957,1.002197,-0.007568,-0.014893,-1.854962,-0.931298,-0.938931
0.9111239910125732,0.997314,-0.005615,-0.026611,-1.870229,-1.015267,-0.954198
0.9209661483764648,1.003906,-0.01001,-0.025635,-1.625954,-0.839695,-0.862595
0.9306859970092773,1.001953,-0.006104,-0.023682,-1.648855,-1.015267,-0.641221
0.9409425258636475,0.994629,-0.009277,-0.01416,-1.923664,-1.068702,-0.89313
0.9519612789154053,0.996338,-0.006104,-0.025391,-1.78626,-0.916031,-0.801527
0.9629697799682617,1.003662,-0.009766,-0.015625,-1.732824,-1.038168,-1.10687
0.9739460945129395,0.99585,-0.012451,-0.0354,-1.763359,-0.839695,-0.801527
0.9849069118499756,0.993652,-0.008057,-0.022949,-1.618321,-1.022901,-0.916031
1.0000920295715332,0.998779,-0.009521,-0.032959,-1.877863,-0.832061,-0.954198
1.0109906196594238,1.000488,-0.010254,-0.0271,-1.725191,-0.923664,-1.053435
1.0209126472473145,0.994385,-0.006104,-0.028564,-1.839695,-0.847328,-0.763359
1.030980110168457,0.994629,-0.00293,-0.026611,-1.80916,-0.877863,-0.946565
1.0404200553894043,1.003906,-0.006592,-0.018066,-1.740458,-0.832061,-0.870229
1.0509722232818604,0.996338,-0.009277,-0.023193,-1.770992,-0.885496,-0.770992
1.0619001388549805,0.998291,-0.013184,-0.023193,-1.793893,-0.938931,-0.839695
1.0729081630706787,0.996094,-0.005371,-0.021973,-1.793893,-1.083969,-0.854962
1.0839693546295166,0.997314,-0.007324,-0.03418,-1.748092,-0.877863,-0.900763
1.094916582107544,0.998535,-0.010742,-0.036865,-1.885496,-1.007634,-0.877863
1.1058921813964844,0.997559,-0.012939,-0.02832,-1.885496,-1.083969,-0.916031
1.1210734844207764,0.998047,-0.006592,-0.023682,-1.778626,-1.022901,-1.007634
1.1313140392303467,0.999756,-0.009521,-0.027344,-1.740458,-0.961832,-0.748092
1.1404659748077393,0.999023,-0.011475,-0.015381,-1.725191,-0.80916,-0.793893
1.1514928340911865,1.001221,-0.006348,-0.019531,-1.732824,-1.099237,-1.038168
1.1611104011535645,0.995605,-0.005615,-0.022705,-1.625954,-1.21374,-0.931298
1.1711483001708984,0.996094,-0.009521,-0.020752,-1.78626,-0.793893,-0.900763
1.1828815937042236,0.993896,-0.003662,-0.023438,-1.709924,-0.847328,-0.862595
1.1931688785552979,0.999756,-0.008057,-0.016846,-1.778626,-0.862595,-1.015267
1.2040398120880127,1.000244,-0.006104,-0.02002,-1.740458,-0.824427,-1.114504
1.2150216102600098,1.000244,-0.008545,-0.021484,-1.847328,-0.900763,-0.977099
1.2308669090270996,0.992432,-0.000977,-0.02417,-1.839695,-1.145038,-0.954198
1.2369945049285889,0.995361,-0.01123,-0.017578,-1.854962,-0.908397,-0.961832
1.247981071472168,1.0,-0.004883,-0.022949,-1.801527,-0.801527,-0.969466
1.2611110210418701,0.993164,-0.005127,-0.022949,-1.755725,-0.89313,-0.89313
1.2709894180297852,0.998535,-0.008789,-0.016846,-1.793893,-0.969466,-0.740458
1.281071424484253,1.00293,-0.010742,-0.031982,-1.755725,-1.267176,-1.076336
1.2919645309448242,0.993652,-0.008057,-0.024414,-1.969466,-0.839695,-0.793893
1.3029663562774658,1.003174,-0.00415,-0.024414,-1.916031,-1.038168,-1.015267
1.3139705657958984,0.999268,-0.012207,-0.02417,-1.854962,-0.916031,-1.015267
1.3250019550323486,1.002441,-0.004395,-0.025879,-1.80916,-0.916031,-0.870229
1.3359344005584717,0.999512,-0.008789,-0.01416,-1.816794,-1.061069,-0.992366
1.3509197235107422,1.003418,-0.00708,-0.016846,-1.732824,-0.70229,-0.908397
1.3606727123260498,0.999268,-0.007324,-0.023926,-1.717557,-0.992366,-0.854962
1.3710167407989502,0.995361,-0.005859,-0.032959,-1.725191,-0.992366,-0.847328
1.3808155059814453,1.001709,-0.005859,-0.025146,-1.664122,-1.038168,-0.854962
1.390878438949585,1.004639,-0.006836,-0.019287,-1.832061,-1.129771,-0.801527
1.401921033859253,0.99292,-0.00708,-0.019531,-1.793893,-1.076336,-0.770992
1.4129509925842285,0.995117,-0.009033,-0.020996,-1.793893,-1.061069,-0.824427
1.4239211082458496,1.001465,-0.007568,-0.033936,-1.938931,-0.908397,-0.977099
1.4410388469696045,0.998047,-0.008789,-0.024414,-1.885496,-0.954198,-1.045802
1.4459474086761475,1.001465,-0.004395,-0.024902,-1.740458,-0.908397,-0.946565
1.4614512920379639,0.998047,-0.008057,-0.021729,-1.816794,-0.900763,-0.870229
1.467883586883545,1.003174,-0.006348,-0.022949,-1.793893,-0.946565,-0.854962
1.4789342880249023,1.000488,-0.008789,-0.029541,-1.732824,-0.931298,-0.778626
1.4890103340148926,1.00415,-0.003174,-0.027588,-1.70229,-0.900763,-0.954198
1.5000371932983398,1.000977,-0.008789,-0.019775,-1.778626,-1.068702,-1.053435
1.510995864868164,0.998779,-0.005127,-0.026611,-1.862595,-0.984733,-0.78626
1.522038221359253,1.003174,-0.007812,-0.017578,-1.793893,-1.038168,-0.984733
1.5330290794372559,0.994873,-0.008545,-0.026367,-1.862595,-1.076336,-1.015267
1.5441679954528809,1.005371,-0.007324,-0.026611,-1.89313,-1.099237,-0.946565
1.5605759620666504,1.007812,-0.013184,-0.032471,-1.755725,-0.885496,-1.129771
1.5660030841827393,0.997803,-0.008057,-0.019531,-1.725191,-0.954198,-0.992366
1.5770559310913086,0.998047,-0.010742,-0.019775,-1.885496,-1.244275,-1.007634
1.5901007652282715,0.999512,-0.010742,-0.022949,-1.793893,-0.977099,-0.816794
1.6005923748016357,0.998047,-0.004395,-0.021729,-1.900763,-0.89313,-0.931298
1.6109507083892822,0.994141,-0.006348,-0.026855,-1.801527,-0.938931,-0.870229
1.6210062503814697,1.00415,-0.007568,-0.02124,-1.80916,-0.923664,-1.045802
1.6320505142211914,0.989258,-0.010254,-0.020752,-1.778626,-0.900763,-0.946565
1.643064022064209,0.99585,-0.007812,-0.029785,-1.854962,-1.007634,-1.015267
1.6539785861968994,1.000488,-0.004639,-0.025635,-1.70229,-0.931298,-0.854962
1.6649723052978516,1.0,-0.007568,-0.028809,-1.778626,-0.992366,-0.877863
1.6804912090301514,1.0,-0.006348,-0.023926,-1.687023,-0.969466,-0.847328
1.6909325122833252,0.997559,-0.006348,-0.012939,-1.801527,-0.908397,-0.938931
1.7001793384552002,0.990234,-0.007812,-0.018799,-1.839695,-1.045802,-0.78626
1.7112078666687012,0.998535,-0.010742,-0.018066,-1.717557,-1.045802,-1.122137
1.7203357219696045,0.999023,-0.005371,-0.028809,-1.748092,-0.877863,-1.076336
1.7310583591461182,0.991455,-0.010498,-0.0271,-1.862595,-1.053435,-0.862595
1.7419438362121582,0.99292,-0.00415,-0.025635,-1.870229,-0.847328,-0.801527
1.7530064582824707,0.997314,-0.006836,-0.02417,-1.671756,-0.931298,-0.977099
1.7639439105987549,0.997559,-0.009033,-0.019775,-1.885496,-0.938931,-0.954198
1.7749454975128174,0.996826,-0.008545,-0.022705,-1.900763,-0.78626,-0.89313
1.785933017730713,0.99707,-0.008301,-0.019531,-1.839695,-1.061069,-1.015267
1.8008205890655518,1.000488,-0.008057,-0.024658,-1.648855,-0.923664,-0.977099
1.8103880882263184,0.999268,-0.014648,-0.032227,-1.946565,-1.068702,-0.877863
1.8209209442138672,0.994629,-0.01001,-0.024414,-1.755725,-0.839695,-1.053435
1.8301007747650146,0.993652,-0.008057,-0.023682,-1.847328,-0.938931,-1.053435
1.8409428596496582,1.001465,-0.003906,-0.02124,-1.732824,-0.839695,-0.732824
1.8519456386566162,1.002197,-0.005371,-0.0271,-1.755725,-0.89313,-0.801527
1.8629631996154785,0.998535,-0.008057,-0.02124,-1.870229,-1.022901,-1.061069
1.8739030361175537,0.998291,-0.005859,-0.01416,-1.839695,-1.007634,-0.870229
1.8849189281463623,1.003906,-0.01001,-0.027832,-1.847328,-1.030534,-1.007634
1.9010205268859863,1.001465,-0.012207,-0.020996,-1.763359,-0.931298,-0.961832
1.906869649887085,0.998047,-0.008057,-0.020264,-1.847328,-0.977099,-0.916031
1.9178824424743652,0.993408,-0.005371,-0.018555,-1.847328,-0.847328,-0.877863
1.9280049800872803,0.996826,-0.002197,-0.025879,-1.801527,-0.931298,-0.717557
1.9390041828155518,0.998779,-0.006104,-0.021729,-1.770992,-0.938931,-0.862595
1.9513566493988037,0.998779,-0.003662,-0.028809,-1.832061,-1.007634,-1.167939
1.961066484451294,0.994141,-0.008057,-0.022949,-1.687023,-0.923664,-0.977099
1.9719924926757812,0.994629,-0.011963,-0.020752,-1.870229,-1.015267,-1.007634
1.9829883575439453,1.000977,-0.010742,-0.022217,-1.740458,-0.900763,-0.793893
1.9940178394317627,0.996826,-0.010254,-0.019775,-1.885496,-0.854962,-0.854962
2.0111427307128906,0.995117,-0.006592,-0.020752,-1.755725,-0.870229,-0.908397
2.0160274505615234,0.994873,-0.008789,-0.022217,-1.816794,-0.847328,-0.847328
2.027083396911621,0.996338,-0.007324,-0.024414,-1.839695,-0.977099,-0.89313
2.040989875793457,0.995117,-0.008301,-0.029541,-1.778626,-1.038168,-0.839695
2.050995349884033,1.003662,-0.006836,-0.025391,-1.755725,-1.206107,-0.954198
2.0664889812469482,0.996582,-0.01123,-0.02832,-1.770992,-0.885496,-0.938931
2.071013927459717,1.0,-0.007812,-0.024658,-1.923664,-1.076336,-0.961832
2.0820066928863525,1.000244,-0.005615,-0.029541,-1.862595,-1.221374,-0.89313
2.0931613445281982,0.998535,-0.007812,-0.027344,-1.587786,-1.0,-0.961832
2.104012966156006,0.993164,-0.007812,-0.03125,-1.885496,-0.900763,-0.89313
2.1150059700012207,1.001953,-0.000244,-0.02417,-1.885496,-0.900763,-1.007634
2.1260108947753906,0.991455,-0.004395,-0.022705,-1.709924,-1.015267,-0.755725
2.1369876861572266,1.004395,-0.01416,-0.021729,-1.778626,-0.961832,-1.099237
2.151118040084839,0.998535,-0.009277,-0.021973,-1.793893,-1.022901,-1.007634
2.161001443862915,0.99707,-0.00415,-0.020752,-1.793893,-0.931298,-0.954198
2.170518159866333,1.001953,-0.009521,-0.020508,-1.763359,-0.778626,-0.770992
2.18098521232605,1.00293,-0.010742,-0.021484,-1.671756,-0.854962,-0.839695
2.191951036453247,0.994629,-0.007568,-0.024902,-1.717557,-0.923664,-0.900763
2.2029621601104736,1.004639,-0.012939,-0.019531,-1.80916,-1.015267,-0.877863
2.2139499187469482,1.001953,-0.010986,-0.023193,-1.740458,-0.877863,-0.938931
2.2309608459472656,0.999268,-0.005859,-0.025635,-1.778626,-0.954198,-0.923664
2.2359681129455566,0.996582,-0.009521,-0.027344,-1.80916,-0.961832,-1.083969
2.2509148120880127,0.997314,0.003906,-0.025635,-1.770992,-1.083969,-1.045802
2.261174201965332,1.003906,-0.012207,-0.028076,-1.740458,-1.099237,-0.80916
2.270639419555664,0.999512,-0.005859,-0.0271,-1.793893,-0.801527,-0.984733
2.2803192138671875,0.992432,-0.00708,-0.025879,-1.717557,-0.885496,-0.824427
2.290987014770508,0.998047,-0.011719,-0.021973,-1.89313,-1.083969,-0.992366
2.301923990249634,0.996826,-0.008545,-0.021729,-1.816794,-0.801527,-0.877863
2.3129005432128906,1.000732,-0.008545,-0.026367,-1.816794,-0.931298,-0.557252
2.3239402770996094,0.989502,-0.004395,-0.026123,-1.725191,-1.091603,-0.717557
2.340679168701172,1.004883,-0.00708,-0.037109,-1.900763,-1.083969,-0.80916
2.3459558486938477,1.003662,-0.007812,-0.027832,-1.931298,-0.793893,-0.938931
2.356912851333618,0.996094,-0.012695,-0.010254,-1.725191,-0.862595,-1.061069
2.3679356575012207,0.993652,-0.00708,-0.016113,-1.732824,-0.931298,-0.977099
2.380272388458252,0.999756,-0.00415,-0.020508,-1.78626,-0.78626,-0.839695
2.3905458450317383,0.996826,-0.009277,-0.030029,-1.900763,-0.992366,-0.740458
2.401271343231201,1.001953,-0.01001,-0.012207,-1.770992,-0.900763,-0.877863
2.411954879760742,0.999512,-0.011475,-0.02832,-1.732824,-1.007634,-1.068702
2.4228858947753906,1.003906,-0.005127,-0.019775,-1.770992,-0.923664,-0.984733
2.4338786602020264,0.998291,-0.009277,-0.019775,-1.717557,-0.977099,-0.969466
2.4443225860595703,1.002441,-0.005859,-0.023926,-1.717557,-0.854962,-0.916031
2.4549739360809326,0.994629,-0.004639,-0.004639,-1.59542,-1.0,-0.916031
2.465968608856201,1.000488,-0.007812,-0.022705,-1.885496,-0.946565,-0.946565
2.4806950092315674,0.998535,-0.007568,-0.02417,-1.732824,-0.946565,-0.961832
2.490083694458008,0.993896,-0.006348,-0.018799,-1.900763,-0.900763,-0.870229
2.5007660388946533,0.990967,-0.006348,-0.026855,-1.816794,-0.778626,-0.755725
2.5109763145446777,0.995117,-0.011963,-0.0271,-1.80916,-0.954198,-0.900763
2.5211706161499023,0.996338,-0.009766,-0.014648,-1.709924,-0.89313,-0.946565
2.531986951828003,0.994141,-0.009521,-0.020752,-1.801527,-0.984733,-0.862595
2.5430970191955566,1.00293,-0.011719,-0.017822,-1.931298,-0.847328,-0.977099
2.5539679527282715,1.003174,-0.010986,-0.026611,-1.694656,-1.045802,-0.908397
2.564990758895874,0.993896,-0.006104,-0.021484,-1.725191,-1.022901,-0.900763
2.5759646892547607,0.989014,-0.007568,-0.022217,-1.740458,-0.946565,-0.908397
2.5869343280792236,0.998779,-0.006348,-0.021729,-1.679389,-0.89313,-0.923664
2.6011059284210205,0.998291,-0.004639,-0.028564,-1.832061,-0.938931,-0.916031
2.6109964847564697,1.005859,-0.008789,-0.027588,-1.740458,-0.969466,-1.068702
2.6204428672790527,1.000977,-0.013428,-0.016357,-1.748092,-0.946565,-0.916031
2.631364107131958,0.999756,-0.008057,-0.024658,-1.801527,-0.946565,-0.877863
2.6419365406036377,1.001709,-0.012939,-0.026611,-1.862595,-0.984733,-0.961832
2.6529102325439453,0.993164,-0.008545,-0.022705,-1.70229,-0.908397,-1.030534
2.6639530658721924,1.000488,-0.005859,-0.019775,-1.839695,-1.053435,-0.916031
2.6748738288879395,0.993408,-0.008545,-0.023682,-1.770992,-1.061069,-1.0
2.6858792304992676,0.998291,-0.004395,-0.019043,-1.755725,-0.908397,-1.030534
2.701082706451416,0.997559,-0.01416,-0.019531,-1.740458,-0.961832,-0.824427
2.7082529067993164,1.003418,-0.005859,-0.030762,-1.885496,-0.877863,-0.992366
2.718043088912964,0.998291,-0.005127,-0.031006,-1.687023,-0.793893,-1.030534
2.7305808067321777,0.993652,-0.008301,-0.023926,-1.778626,-1.022901,-0.946565
2.7406418323516846,0.996582,-0.011719,-0.035645,-1.839695,-1.091603,-0.80916
2.750943660736084,1.003174,-0.008789,-0.024658,-1.854962,-1.0,-0.900763
2.762131452560425,0.996826,-0.008789,-0.024414,-1.763359,-0.870229,-1.076336
2.7729623317718506,0.996582,-0.003906,-0.019287,-1.778626,-0.938931,-1.0
2.7839624881744385,0.995117,-0.009033,-0.019043,-1.877863,-0.824427,-0.862595
2.794976234436035,0.993408,-0.010498,-0.014404,-1.839695,-0.870229,-0.938931
2.80596923828125,1.00293,-0.008301,-0.019287,-1.801527,-0.931298,-0.732824
2.8169398307800293,0.998291,-0.01001,-0.016846,-1.770992,-0.984733,-0.977099
2.8310647010803223,0.99585,-0.008545,-0.027832,-1.793893,-1.007634,-0.938931
2.840322494506836,0.995361,-0.00293,-0.025635,-1.618321,-1.175573,-1.083969
2.8509624004364014,0.996582,-0.008301,-0.029541,-1.885496,-1.076336,-1.076336
2.8609628677368164,0.988525,-0.009766,-0.022461,-1.778626,-1.076336,-1.030534
2.871952772140503,0.994141,-0.00293,-0.026611,-1.732824,-1.015267,-0.916031
2.8829433917999268,0.999268,-0.007812,-0.022949,-1.824427,-0.740458,-0.725191
2.8949575424194336,0.999756,-0.004883,-0.033203,-1.725191,-0.961832,-0.870229
2.9049441814422607,0.996826,-0.010986,-0.027344,-1.732824,-0.793893,-0.816794
2.915942668914795,1.001953,-0.008301,-0.022705,-1.900763,-1.0,-0.885496
2.9310529232025146,0.995361,-0.008301,-0.024414,-1.70229,-0.854962,-0.862595
2.94049072265625,0.992188,-0.010742,-0.031006,-1.732824,-1.167939,-1.022901
2.9504926204681396,0.992676,-0.000488,-0.022705,-1.847328,-0.89313,-0.885496
2.9613025188446045,1.004883,-0.004395,-0.026367,-1.80916,-1.122137,-1.030534
2.971041440963745,1.00708,-0.005859,-0.028076,-1.603053,-0.931298,-1.030534
2.981884241104126,1.00708,-0.011963,-0.032471,-1.740458,-0.89313,-1.229008
2.9929871559143066,0.985107,-0.014404,-0.028076,-1.877863,-0.839695,-0.862595
3.003875970840454,0.98877,0.005615,-0.024414,-1.709924,-1.053435,-0.847328
3.013997793197632,0.997559,-0.003906,-0.014893,-1.816794,-0.70229,-0.671756
3.0249438285827637,1.004395,0.000977,-0.026855,-1.740458,-0.89313,-0.770992
3.0414764881134033,0.997803,-0.010254,-0.030518,-1.862595,-1.015267,-0.885496
3.0469961166381836,1.000977,-0.011719,-0.032715,-1.732824,-1.022901,-1.167939
3.060455083847046,1.000977,-0.00708,-0.018311,-1.870229,-0.938931,-1.061069
3.0706253051757812,1.002197,-0.002441,-0.022949,-1.770992,-0.908397,-0.862595
3.080986261367798,0.999268,-0.008057,-0.013916,-1.656489,-1.175573,-0.931298
3.091041326522827,1.000732,-0.004395,-0.028076,-1.816794,-0.977099,-0.778626
3.1019532680511475,0.990723,-0.01001,-0.016357,-1.877863,-1.076336,-0.847328
3.1129496097564697,1.000977,-0.006104,-0.021973,-1.862595,-1.091603,-0.80916
3.1239423751831055,1.005615,-0.01001,-0.022217,-1.770992,-1.015267,-0.992366
3.1349384784698486,0.999023,-0.01001,-0.011719,-1.732824,-0.89313,-1.091603
3.1509900093078613,0.996826,-0.009277,-0.018555,-1.78626,-0.931298,-0.908397
3.1608619689941406,0.996826,-0.003906,-0.018799,-1.793893,-0.824427,-0.931298
3.1709797382354736,0.991699,-0.004395,-0.024658,-1.839695,-0.946565,-0.961832
3.18086838722229,1.000732,-0.00293,-0.028076,-1.679389,-1.038168,-1.015267
3.191166400909424,1.002441,-0.005371,-0.03125,-1.740458,-1.061069,-0.824427
3.2010064125061035,1.003174,-0.013916,-0.020996,-1.755725,-0.80916,-0.748092
3.2119953632354736,0.996826,-0.010498,-0.017578,-1.961832,-0.793893,-0.992366
3.2229537963867188,0.996338,-0.010254,-0.023438,-1.832061,-0.954198,-0.847328
3.233964443206787,0.998535,-0.009033,-0.01709,-1.763359,-1.015267,-0.854962
3.2449629306793213,1.00293,-0.007812,-0.025635,-1.648855,-0.862595,-0.992366
3.260481834411621,0.999268,-0.004395,-0.026123,-1.732824,-1.015267,-0.916031
3.266941547393799,0.993652,-0.00708,-0.022461,-1.709924,-0.870229,-0.992366
3.277940034866333,0.999023,-0.009277,-0.026855,-1.992366,-0.961832,-0.78626
3.288954257965088,0.993896,-0.009521,-0.02832,-1.832061,-0.839695,-0.839695
3.299955368041992,0.998291,-0.008301,-0.017578,-1.862595,-0.816794,-0.938931
3.311263084411621,0.997803,-0.01123,-0.028809,-1.89313,-0.954198,-0.877863
3.3219332695007324,1.000244,-0.006836,-0.02417,-1.816794,-1.015267,-0.977099
3.3329274654388428,0.998047,-0.014893,-0.025635,-1.610687,-0.877863,-0.778626
3.3439767360687256,0.997803,-0.00415,-0.023438,-2.022901,-0.984733,-1.038168
